id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
11065,Carlton Blues,16,1997-07-19,1997,A,Essendon Bombers,7.3 11.9 17.14 25.15,165,5.2 8.4 9.6 13.9,87,W,78,Melbourne Cricket Ground,58512,25,15,13,9
11066,Carlton Blues,17,1997-07-26,1997,H,North Melbourne Kangaroos,2.4 4.8 7.12 7.16,58,1.2 4.4 8.8 14.12,96,L,-38,Princes Park,27689,7,16,14,12
11068,Carlton Blues,19,1997-08-09,1997,A,Collingwood Magpies,3.5 6.9 12.19 14.23,107,3.2 7.6 10.9 13.13,91,W,16,Melbourne Cricket Ground,61650,14,23,13,13
11069,Carlton Blues,20,1997-08-16,1997,A,Geelong Cats,1.2 3.8 6.10 9.13,67,5.4 8.7 12.15 13.17,95,L,-28,GMHBA Stadium,23007,9,13,13,17
11070,Carlton Blues,21,1997-08-23,1997,H,Sydney Swans,3.2 4.4 5.8 11.10,76,0.0 0.6 4.8 5.11,41,W,35,Princes Park,27375,11,10,5,11
11071,Carlton Blues,22,1997-08-30,1997,H,Richmond Tigers,7.1 10.5 13.6 13.11,89,2.3 6.7 10.10 13.13,91,L,-2,Princes Park,34922,13,11,13,13
11073,Carlton Blues,2,1998-04-05,1998,A,Western Bulldogs,4.2 6.3 11.4 13.6,84,5.2 12.5 20.6 22.8,140,L,-56,Princes Park,27659,13,6,22,8
11074,Carlton Blues,3,1998-04-13,1998,A,Essendon Bombers,3.3 5.5 10.7 14.14,98,5.4 10.10 12.12 14.15,99,L,-1,Melbourne Cricket Ground,68177,14,14,14,15
11075,Carlton Blues,4,1998-04-19,1998,H,Melbourne Demons,3.2 5.5 6.9 10.10,70,2.4 5.7 6.10 10.12,72,L,-2,Princes Park,27508,10,10,10,12
11077,Carlton Blues,6,1998-05-02,1998,A,Collingwood Magpies,2.2 4.5 7.7 9.13,67,5.3 6.6 11.8 14.12,96,L,-29,Melbourne Cricket Ground,69963,9,13,14,12
11078,Carlton Blues,7,1998-05-09,1998,H,Port Adelaide Power,3.5 8.7 10.8 11.10,76,4.5 10.6 19.8 25.15,165,L,-89,Princes Park,16058,11,10,25,15
11079,Carlton Blues,8,1998-05-17,1998,A,West Coast Eagles,4.5 5.6 6.8 12.12,84,2.4 6.11 9.13 12.20,92,L,-8,Domain Stadium,37361,12,12,12,20
11080,Carlton Blues,9,1998-05-23,1998,H,North Melbourne Kangaroos,0.5 3.7 6.13 10.14,74,2.2 7.7 10.9 17.13,115,L,-41,Princes Park,20205,10,14,17,13
11081,Carlton Blues,10,1998-05-30,1998,H,Brisbane Lions,6.2 10.4 15.4 17.9,111,1.1 6.6 9.11 12.15,87,W,24,Princes Park,18317,17,9,12,15
11083,Carlton Blues,12,1998-06-13,1998,H,Sydney Swans,3.3 6.7 10.11 14.16,100,3.0 5.2 9.6 11.8,74,W,26,Princes Park,23226,14,16,11,8
11085,Carlton Blues,14,1998-06-27,1998,H,Hawthorn Hawks,1.3 5.5 9.9 13.14,92,5.3 9.6 10.8 11.10,76,W,16,Princes Park,25529,13,14,11,10
11086,Carlton Blues,15,1998-07-03,1998,A,Richmond Tigers,6.2 6.2 8.3 11.4,70,8.2 11.6 17.8 20.12,132,L,-62,Melbourne Cricket Ground,66287,11,4,20,12
11087,Carlton Blues,16,1998-07-17,1998,A,Adelaide Crows,1.6 8.7 11.7 16.9,105,6.1 7.3 11.4 16.5,101,W,4,AAMI Stadium,42713,16,9,16,5
11088,Carlton Blues,17,1998-07-25,1998,H,Western Bulldogs,7.6 18.8 25.8 29.11,185,3.1 9.4 11.10 15.15,105,W,80,Princes Park,26911,29,11,15,15
11089,Carlton Blues,18,1998-08-02,1998,A,Essendon Bombers,0.5 5.6 8.10 11.12,78,1.4 4.7 6.10 12.12,84,L,-6,Melbourne Cricket Ground,70969,11,12,12,12
11090,Carlton Blues,19,1998-08-08,1998,A,Melbourne Demons,3.3 6.8 6.11 8.16,64,4.1 8.6 15.13 16.17,113,L,-49,Melbourne Cricket Ground,39704,8,16,16,17
11091,Carlton Blues,20,1998-08-16,1998,H,St Kilda Saints,4.9 7.14 14.16 19.20,134,2.4 6.8 10.14 15.14,104,W,30,Melbourne Cricket Ground,42120,19,20,15,14
11092,Carlton Blues,21,1998-08-23,1998,A,Collingwood Magpies,3.6 7.11 12.14 17.16,118,1.2 2.6 5.10 8.15,63,W,55,Melbourne Cricket Ground,60741,17,16,8,15
11096,Carlton Blues,3,1999-04-11,1999,A,Western Bulldogs,3.4 5.11 12.11 15.15,105,4.3 4.5 10.7 15.13,103,W,2,Princes Park,27649,15,15,15,13
11097,Carlton Blues,4,1999-04-17,1999,H,Fremantle Dockers,3.2 8.4 13.4 19.7,121,4.1 7.3 9.5 14.8,92,W,29,Princes Park,19100,19,7,14,8
11098,Carlton Blues,5,1999-04-24,1999,H,Geelong Cats,4.3 4.7 8.9 9.11,65,4.1 9.7 13.10 17.13,115,L,-50,Princes Park,31189,9,11,17,13
11099,Carlton Blues,6,1999-04-30,1999,A,St Kilda Saints,3.3 4.7 4.12 7.16,58,2.3 5.6 10.10 14.15,99,L,-41,Melbourne Cricket Ground,43777,7,16,14,15
11100,Carlton Blues,7,1999-05-07,1999,A,Richmond Tigers,3.2 8.3 14.6 18.10,118,5.3 8.6 10.9 14.14,98,W,20,Melbourne Cricket Ground,52103,18,10,14,14
11101,Carlton Blues,8,1999-05-15,1999,A,Port Adelaide Power,2.1 6.3 10.7 13.8,86,3.5 8.9 13.10 19.11,125,L,-39,AAMI Stadium,30557,13,8,19,11
11084,	Carlton Blues,13,1998-06-21,1998,A,Fremantle Dockers,4.2 6.2 9.5 10.8,68,2.4 6.9 6.13 10.16,76,L,-8,Domain Stadium,23899,10,8,10,16
11095,	Carlton Blues,2,1999-04-05,1999,A,Collingwood Magpies,3.2 6.12 11.17 15.22,112,4.5 7.6 8.8 12.11,83,W,29,Melbourne Cricket Ground,70506,15,22,12,11
11105,Carlton Blues,12,1999-06-20,1999,H,Sydney Swans,2.2 4.8 6.13 8.13,61,3.3 5.7 7.11 12.16,88,L,-27,Princes Park,26006,8,13,12,16
11093,Carlton Blues,22,1998-08-30,1998,A,Port Adelaide Power,9.3 12.5 17.5 21.12,138,4.2 6.5 8.10 12.12,84,W,54,"AAMI Stadium
",34518,21,12,12,12
11107,Carlton Blues,14,1999-07-04,1999,A,Hawthorn Hawks,1.1 5.3 9.6 13.11,89,1.6 2.10 3.12 7.13,55,W,34,Waverley Park,48353,13,11,7,13
11109,Carlton Blues,16,1999-07-18,1999,A,Essendon Bombers,1.1 4.5 5.13 9.16,70,4.4 11.5 16.6 23.8,146,L,-76,Melbourne Cricket Ground,66207,9,16,23,8
11110,Carlton Blues,17,1999-07-25,1999,A,Collingwood Magpies,5.0 14.3 18.7 23.15,153,4.4 6.5 11.8 14.12,96,W,57,Melbourne Cricket Ground,53560,23,15,14,12
11112,Carlton Blues,19,1999-08-07,1999,A,Fremantle Dockers,5.3 10.3 15.7 19.12,126,3.3 7.7 7.7 8.9,57,W,69,WACA,23372,19,12,8,9
11113,Carlton Blues,20,1999-08-15,1999,A,Geelong Cats,3.3 6.7 11.9 15.14,104,8.2 11.6 14.9 17.11,113,L,-9,Melbourne Cricket Ground,42272,15,14,17,11
11114,Carlton Blues,21,1999-08-21,1999,H,St Kilda Saints,4.3 6.7 9.12 15.16,106,0.1 4.1 6.3 7.3,45,W,61,Princes Park,24185,15,16,7,3
11115,Carlton Blues,22,1999-08-27,1999,A,Richmond Tigers,1.2 3.5 5.6 11.13,79,4.7 7.9 10.12 13.12,90,L,-11,Melbourne Cricket Ground,34013,11,13,13,12
11116,Carlton Blues,QF,1999-09-04,1999,A,Brisbane Lions,1.5 4.8 5.13 8.17,65,4.8 9.13 17.15 20.18,138,L,-73,The Gabba,26112,8,17,20,18
11117,Carlton Blues,SF,1999-09-11,1999,H,West Coast Eagles,7.5 10.7 13.12 18.16,124,2.4 5.6 8.8 10.10,70,W,54,Melbourne Cricket Ground,55682,18,16,10,10
11118,Carlton Blues,PF,1999-09-18,1999,H,Essendon Bombers,6.3 8.4 10.6 16.8,104,3.5 3.10 10.17 14.19,103,W,1,Melbourne Cricket Ground,80519,16,8,14,19
11094,Carlton Blues,1,1999-03-25,1999,A,Essendon Bombers,3.5 4.11 5.12 9.17,71,3.4 5.8 7.9 16.14,110,L,-39,"Melbourne Cricket Ground
",71501,9,17,16,14
11120,Collingwood Magpies,1,1983-03-26,1983,A,Melbourne Demons,5.7 9.10 15.12 20.15,135,6.2 12.3 17.7 19.11,125,W,10,Melbourne Cricket Ground,72274,20,15,19,11
11121,Collingwood Magpies,2,1983-04-02,1983,H,Geelong Cats,2.3 5.5 9.9 14.12,96,7.2 9.5 12.9 15.11,101,L,-5,Victoria Park,34751,14,12,15,11
11122,Collingwood Magpies,3,1983-04-09,1983,A,Carlton Blues,1.4 6.7 9.15 11.21,87,3.10 4.12 9.16 13.19,97,L,-10,Waverley Park,69596,11,21,13,19
11123,Collingwood Magpies,4,1983-04-16,1983,A,Essendon Bombers,5.3 6.7 9.10 17.15,117,2.6 9.13 19.17 20.21,141,L,-24,Windy Hill,28250,17,15,20,21
11124,Collingwood Magpies,5,1983-04-23,1983,H,Hawthorn Hawks,3.3 4.10 5.14 9.19,73,5.1 7.8 12.9 14.11,95,L,-22,Victoria Park,28506,9,19,14,11
11125,Collingwood Magpies,6,1983-04-30,1983,H,North Melbourne Kangaroos,2.4 9.9 11.11 19.16,130,2.10 8.12 13.17 15.18,108,W,22,Victoria Park,28315,19,16,15,18
11126,Collingwood Magpies,7,1983-05-07,1983,A,Western Bulldogs,5.3 8.3 13.4 14.4,88,3.2 4.7 7.10 11.16,82,W,6,Western Oval,31479,14,4,11,16
11127,Collingwood Magpies,8,1983-05-14,1983,H,Richmond Tigers,1.3 6.6 11.9 16.11,107,2.2 4.3 5.8 8.11,59,W,48,Waverley Park,58780,16,11,8,11
11128,Collingwood Magpies,9,1983-05-22,1983,A,Sydney Swans,4.4 8.9 11.13 14.16,100,6.3 7.7 12.11 18.13,121,L,-21,Sydney Cricket Ground,15305,14,16,18,13
11102,Carlton Blues,9,1999-05-22,1999,H,Melbourne Demons,7.2 9.3 13.4 15.7,97,3.2 3.4 5.9 9.10,64,W,33,"Princes Park
",24669,15,7,9,10
11108,Carlton Blues,15,1999-07-10,1999,H,Adelaide Crows,4.6 10.6 15.11 20.16,136,3.3 9.8 9.10 13.10,88,W,48,"Princes Park
",22720,20,16,13,10
11144,	Collingwood Magpies,3,1984-04-14,1984,A,Essendon Bombers,3.5 5.7 10.8 16.10,106,4.2 12.8 20.12 26.13,169,L,-63,Windy Hill,28120,16,10,26,13
11130,Collingwood Magpies,11,1983-06-04,1983,A,St Kilda Saints,5.4 11.9 18.14 24.16,160,6.6 11.8 19.12 21.18,144,W,16,Moorabbin Oval,25153,24,16,21,18
11131,Collingwood Magpies,12,1983-06-13,1983,H,Melbourne Demons,2.2 6.5 8.9 12.15,87,2.0 3.1 8.5 10.8,68,W,19,Waverley Park,55380,12,15,10,8
11132,Collingwood Magpies,13,1983-06-18,1983,A,Geelong Cats,2.2 5.4 7.4 13.7,85,3.2 6.7 13.9 15.11,101,L,-16,GMHBA Stadium,25808,13,7,15,11
11149,	Collingwood Magpies,8,1984-05-19,1984,A,Richmond Tigers,5.4 6.10 8.15 13.17,95,3.3 9.8 12.13 15.19,109,L,-14,Melbourne Cricket Ground,70899,13,17,15,19
11134,Collingwood Magpies,15,1983-07-02,1983,H,Essendon Bombers,7.2 13.4 14.7 16.8,104,1.1 4.2 8.7 13.9,87,W,17,Victoria Park,33611,16,8,13,9
11135,Collingwood Magpies,16,1983-07-16,1983,A,Hawthorn Hawks,5.5 6.10 10.13 14.16,100,3.6 11.11 16.16 19.23,137,L,-37,Princes Park,28484,14,16,19,23
11136,Collingwood Magpies,17,1983-07-23,1983,A,North Melbourne Kangaroos,2.2 6.5 10.11 14.14,98,5.3 12.3 17.5 24.8,152,L,-54,Waverley Park,41098,14,14,24,8
11137,Collingwood Magpies,18,1983-07-30,1983,H,Western Bulldogs,3.4 4.7 8.7 12.10,82,3.6 7.14 8.15 9.19,73,W,9,Victoria Park,20743,12,10,9,19
11138,Collingwood Magpies,19,1983-08-06,1983,A,Richmond Tigers,5.0 7.2 9.5 13.11,89,4.4 7.7 9.12 11.13,79,W,10,Melbourne Cricket Ground,81966,13,11,11,13
11139,Collingwood Magpies,20,1983-08-13,1983,H,Sydney Swans,8.5 15.5 21.8 28.14,182,2.2 8.7 13.9 18.12,120,W,62,Victoria Park,18772,28,14,18,12
11172,	Collingwood Magpies,6,1985-05-04,1985,A,Richmond Tigers,2.3 6.4 9.5 13.10,88,6.1 10.6 16.9 16.10,106,L,-18,Waverley Park,58733,13,10,16,10
11142,Collingwood Magpies,1,1984-03-31,1984,H,Melbourne Demons,3.5 7.9 11.10 18.12,120,2.6 6.10 11.12 15.17,107,W,13,Victoria Park,32741,18,12,15,17
11143,Collingwood Magpies,2,1984-04-07,1984,H,St Kilda Saints,3.5 10.8 16.8 22.17,149,3.2 3.7 4.9 7.14,56,W,93,Victoria Park,26647,22,17,7,14
11145,Collingwood Magpies,4,1984-04-21,1984,H,Sydney Swans,1.4 4.6 11.10 15.13,103,5.1 9.2 14.3 17.4,106,L,-3,Victoria Park,22519,15,13,17,4
11141,Collingwood Magpies,22,1983-08-27,1983,H,St Kilda Saints,7.5 15.7 19.9 24.11,155,1.0 4.4 8.6 14.8,92,W,63,"Victoria Park
",19016,24,11,14,8
11147,Collingwood Magpies,6,1984-05-05,1984,H,North Melbourne Kangaroos,4.6 10.9 13.12 15.18,108,0.5 5.7 11.9 12.15,87,W,21,Victoria Park,26531,15,18,12,15
11148,Collingwood Magpies,7,1984-05-12,1984,A,Geelong Cats,4.4 9.9 13.10 19.14,128,3.5 6.7 11.14 11.17,83,W,45,GMHBA Stadium,26766,19,14,11,17
11150,Collingwood Magpies,9,1984-05-26,1984,H,Fitzroy Lions,4.3 8.9 11.16 15.19,109,2.1 6.6 8.9 11.16,82,W,27,Victoria Park,25578,15,19,11,16
11151,Collingwood Magpies,10,1984-06-02,1984,A,Western Bulldogs,6.4 10.10 11.14 13.17,95,6.2 6.5 10.9 15.10,100,L,-5,Western Oval,25618,13,17,15,10
11152,Collingwood Magpies,11,1984-06-11,1984,H,Hawthorn Hawks,5.2 10.2 12.6 14.8,92,6.3 9.11 14.12 18.16,124,L,-32,Waverley Park,62339,14,8,18,16
11153,Collingwood Magpies,12,1984-06-16,1984,A,St Kilda Saints,4.5 6.8 10.10 11.12,78,2.3 8.5 9.5 11.6,72,W,6,Moorabbin Oval,17648,11,12,11,6
11154,Collingwood Magpies,13,1984-06-23,1984,H,Essendon Bombers,3.4 8.8 11.14 12.17,89,3.5 7.7 13.8 19.9,123,L,-34,"Victoria Park
",32701,12,17,19,9
11157,Collingwood Magpies,16,1984-07-21,1984,A,North Melbourne Kangaroos,5.4 6.6 12.13 21.20,146,2.9 8.12 11.16 14.17,101,W,45,Melbourne Cricket Ground,27165,21,20,14,17
11158,Collingwood Magpies,17,1984-07-28,1984,H,Geelong Cats,1.2 3.8 3.14 6.19,55,1.3 2.3 4.3 4.5,29,W,26,Victoria Park,22306,6,19,4,5
11159,Collingwood Magpies,18,1984-08-04,1984,H,Richmond Tigers,7.6 12.7 18.10 19.14,128,2.3 4.8 7.14 12.20,92,W,36,Victoria Park,24067,19,14,12,20
11160,Collingwood Magpies,19,1984-08-11,1984,A,Fitzroy Lions,0.1 2.5 5.6 9.7,61,5.3 7.4 13.12 14.19,103,L,-42,Waverley Park,25656,9,7,14,19
11161,Collingwood Magpies,20,1984-08-18,1984,A,Melbourne Demons,6.1 9.9 14.9 15.13,103,3.4 5.6 6.13 9.17,71,W,32,Melbourne Cricket Ground,31847,15,13,9,17
11162,Collingwood Magpies,21,1984-08-25,1984,A,Hawthorn Hawks,5.2 7.5 11.11 15.14,104,3.5 5.13 12.17 16.23,119,L,-15,Princes Park,22173,15,14,16,23
11163,Collingwood Magpies,22,1984-09-01,1984,H,Western Bulldogs,3.5 5.8 10.15 16.18,114,3.2 4.11 9.13 9.17,71,W,43,Victoria Park,30379,16,18,9,17
11164,Collingwood Magpies,EF,1984-09-09,1984,H,Fitzroy Lions,5.2 8.4 13.8 23.15,153,5.3 8.9 11.16 15.17,107,W,46,Melbourne Cricket Ground,73994,23,15,15,17
11165,Collingwood Magpies,SF,1984-09-15,1984,H,Carlton Blues,3.4 9.8 13.12 17.16,118,2.2 8.4 8.6 14.9,93,W,25,Waverley Park,70634,17,16,14,9
11166,Collingwood Magpies,PF,1984-09-22,1984,A,Essendon Bombers,2.4 3.6 4.9 5.11,41,8.1 17.6 21.6 28.6,174,L,-133,Waverley Park,73550,5,11,28,6
11168,Collingwood Magpies,2,1985-04-06,1985,A,Geelong Cats,5.4 8.7 14.10 18.11,119,4.2 7.8 9.11 14.12,96,W,23,GMHBA Stadium,34046,18,11,14,12
11169,Collingwood Magpies,3,1985-04-13,1985,H,Melbourne Demons,3.3 9.4 15.7 19.9,123,3.5 8.11 14.15 16.17,113,W,10,Victoria Park,24707,19,9,16,17
11171,Collingwood Magpies,5,1985-04-27,1985,H,Sydney Swans,0.8 6.10 11.12 15.15,105,2.3 6.4 9.10 13.12,90,W,15,Victoria Park,23306,15,15,13,12
11174,Collingwood Magpies,8,1985-05-18,1985,H,Hawthorn Hawks,2.3 2.5 7.7 8.9,57,0.3 4.6 5.7 6.10,46,W,11,Victoria Park,20631,8,9,6,10
11175,Collingwood Magpies,9,1985-05-25,1985,A,St Kilda Saints,7.5 13.9 21.12 24.18,162,5.7 10.12 14.16 20.17,137,W,25,Moorabbin Oval,20348,24,18,20,17
11176,Collingwood Magpies,10,1985-06-02,1985,A,Western Bulldogs,3.2 6.5 10.6 12.8,80,4.5 6.7 10.7 16.10,106,L,-26,Melbourne Cricket Ground,45411,12,8,16,10
11177,Collingwood Magpies,11,1985-06-10,1985,H,Carlton Blues,4.2 6.4 7.8 13.9,87,2.1 8.7 14.11 16.14,110,L,-23,Waverley Park,56255,13,9,16,14
11178,Collingwood Magpies,12,1985-06-15,1985,H,North Melbourne Kangaroos,1.2 3.3 6.8 9.10,64,4.3 7.9 11.13 14.17,101,L,-37,Victoria Park,19513,9,10,14,17
11179,Collingwood Magpies,13,1985-06-22,1985,H,Geelong Cats,2.3 3.6 8.10 12.13,85,3.4 10.9 11.12 13.13,91,L,-6,Victoria Park,16852,12,13,13,13
11180,Collingwood Magpies,14,1985-06-29,1985,A,Melbourne Demons,5.3 11.10 15.12 23.19,157,6.2 8.4 11.7 12.13,85,W,72,Melbourne Cricket Ground,29154,23,19,12,13
11193,	Collingwood Magpies,5,1986-04-26,1986,A,Western Bulldogs,3.5 6.6 8.10 10.13,73,2.9 5.11 6.16 10.20,80,L,-7,Western Oval,23683,10,13,10,20
11182,Collingwood Magpies,16,1985-07-21,1985,A,Sydney Swans,6.3 11.7 20.10 29.11,185,4.5 10.12 11.16 17.21,123,W,62,Sydney Cricket Ground,12172,29,11,17,21
11183,Collingwood Magpies,17,1985-07-27,1985,H,Richmond Tigers,2.1 6.3 11.4 13.8,86,4.1 7.4 10.7 11.12,78,W,8,Victoria Park,20336,13,8,11,12
11184,Collingwood Magpies,18,1985-08-03,1985,A,Fitzroy Lions,3.2 8.4 12.7 14.10,94,5.3 7.10 10.16 14.21,105,L,-11,Victoria Park,16286,14,10,14,21
11185,Collingwood Magpies,19,1985-08-10,1985,A,Hawthorn Hawks,2.4 4.6 8.11 8.16,64,4.1 8.5 12.6 15.6,96,L,-32,Princes Park,15822,8,16,15,6
11186,Collingwood Magpies,20,1985-08-17,1985,H,St Kilda Saints,6.5 11.10 13.11 17.18,120,1.2 2.6 6.10 9.15,69,W,51,Waverley Park,15709,17,18,9,15
11187,Collingwood Magpies,21,1985-08-24,1985,H,Western Bulldogs,2.0 6.3 8.5 9.10,64,4.6 6.10 10.13 15.19,109,L,-45,Victoria Park,21724,9,10,15,19
11188,Collingwood Magpies,22,1985-08-31,1985,A,Carlton Blues,3.0 8.5 8.8 11.9,75,7.4 9.6 12.8 12.9,81,L,-6,Waverley Park,37027,11,9,12,9
11189,Collingwood Magpies,1,1986-03-29,1986,H,Essendon Bombers,4.1 7.3 8.4 10.8,68,4.6 9.8 13.14 19.19,133,L,-65,Victoria Park,28634,10,8,19,19
